wdid,icrsra,icrsdec,spectype,teff,logg,mass,logL,age,loghhe,logche,logch,lognh,logohe,logoh,lognahe,lognah,logmghe,logmgh,logalhe,logalh,logsihe,logsih,logphe,logph,logshe,logsh,logclhe,logcahe,logcah,logsche,logsch,logtihe,logtih,logvhe,logcrhe,logcrh,logmnhe,logmnh,logfehe,logfeh,logcohe,lognihe,lognih,logcuhe,logznhe,loggahe,loggehe,logsrhe,parallax,Dpc,comp,Mv
SDSS J103806.75+134225.3,10 38 06.74,13 42 25.27,DZ,9088.0,8.2507,0.7368,,1.15,<-5.4648,,,,,,,,,,,,,,,,,,,-8.2516,,,,,,,,,,,,,,,,,,,,,5.364795024,186.40,He,
SDSS J103839.01+043223.8,10 38 39.00,04 32 23.94,DZ,6363.0,8.0,,,0.0,<-3.2158,,,,,,-9.13,,-6.6,,,,,,,,,,,-7.6,,,,,,,-8.7,,,,-7.0,,,,,,,,,,3.901372946,256.32,He,
SDSS J103941.85+461224.3,10 39 41.55,46 12 22.46,DZ,6994.0,7.7717,0.4474,,1.17,<-4.0248,,,,,,,,,,,,,,,,,,,-9.4545,,,,,,,,,,,,,,,,,,,,,8.176448891,122.30,He,
SDSS J104028.33+134935.5,10 40 28.32,13 49 35.28,DZ,7605.0,8.0,,,0.0,<-4.227,,,,,,,,,,,,,,,,,,,-10.2351,,,,,,,,,,,,,,,,,,,,,,293.1627,He,
SDSS J104046.48+240759.5,10 40 46.41,24 07 57.93,DZ,5940.0,8.152,0.667,,3.92,-4.0,,,,,,-8.88,,-6.8,,,,,,,,,,,-8.42,,,,-9.27,,,-9.35,,,,-7.2,,,,,,,,,,10.34874243,96.63,He,
SDSS J104119.39+274617.6,10 41 19.40,27 46 17.56,DZ,7480.0,7.8429,0.4859,,1.08,<-4.2961,,,,,,,,,,,,,,,,,,,-10.116,,,,,,,,,,,,,,,,,,,,,5.250635593,190.45,He,
SDSS J104130.65+343240.7,10 41 30.67,34 32 40.36,DZ,7728.0,8.301,0.769,,2.43,<-4.0384,,,,,,,,-6.8,,,,,,,,,,,-8.0,,,,,,,,,,,-6.8,,,,,,,,,,3.845062601,260.07,He,
SDSS J104156.42+411013.1,10 41 56.35,41 10 13.33,DZ,7204.0,8.339,0.7933,,2.86,<-3.7718,,,,,,,,,,,,,,,,,,,-8.8431,,,,,,,,,,,,,,,,,,,,,4.650114092,215.05,He,
SDSS J104305.08+375854.8,10 43 05.13,37 58 53.81,DZ,10082.0,9.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.531427414,104.92,,
SDSS J104319.84+351641.6,10 43 19.76,35 16 40.14,DZ,5868.0,8.028,0.588,,3.11,-3.0,,,,,,,,-7.5,,,,,,,,,,,-9.34,,,,-10.54,,,-8.92,,,,-7.6,,,-8.55,,,,,,,11.61084932,86.13,He,
SDSS J104414.35+214337.3,10 44 14.37,21 43 37.32,DZ,10000.0,8.1936,0.7008,,0.832,<-5.7964,,,,,,,,,,,,,,,,,,,-8.8596,,,,,,,,,,,,,,,,,,,,,4.88653802,204.64,He,
SDSS J104433.42+202313.0,10 44 33.32,20 23 13.19,DZ,8261.0,8.039,0.6,,1.13,-4.0,,,,,,,,,,,,,,,,,,,-10.34,,,,,,,,,,,,,,,,,,,,,11.25318948,88.86,He,
SDSS J104511.21+625442.3,10 45 11.13,62 54 41.80,DZ,9566.0,8.0158,0.5889,,0.715,<-5.8607,,,,,,,,,,,,,,,,,,,-9.5977,,,,,,,,,,,,,,,,,,,,,2.47998515,403.23,He,
SDSS J104537.41+565913.6,10 45 37.41,56 59 13.38,DZ,11430.0,8.0,,,,,,,,,,,,,,,,,,,,,,,-7.685,,,,,,,,,,,,,,,,,,,,,,,He,
SDSS J104552.51+600921.5,10 45 52.46,60 09 20.32,DZ,7651.0,7.8027,0.4651,,0.967,<-4.5088,,,,,,,,,,,,,,,,,,,-10.4307,,,,,,,,,,,,,,,,,,,,,2.613586673,382.62,He,
SDSS J104652.44+242438.6,10 46 52.39,24 24 37.94,DZ,6314.0,8.119,0.647,,2.74,-3.0,,,,,,,,,,,,,,,,,,,-10.81,,,,,,,,,,,,,,,,,,,,,17.13712357,58.35,He,
SDSS J104658.12+132911.3,10 46 58.20,13 29 11.11,DZ,5177.0,7.895,0.507,,4.56,<-3.0079,,,,,,,,-8.1,,,,,,,,,,,-9.3,,,,,,,,,,,-8.2,,,,,,,,,,7.8572464,127.27,He,
SDSS J104708.84+521935.4,10 47 08.77,52 19 34.94,DZ,7095.0,8.5552,0.9371,,3.72,<-3.488,,,,,,,,,,,,,,,,,,,-9.8746,,,,,,,,,,,,,,,,,,,,,4.66183493,214.51,He,
SDSS J104849.77+262333.6,10 48 49.76,26 23 33.61,DZ,6911.0,8.0,,,0.0,<-3.8306,,,,,,,,,,,,,,,,,,,-9.1017,,,,,,,,,,,,,,,,,,,,,,274.6841,He,
SDSS J104955.29+212832.6,10 49 55.29,21 28 32.67,DZ,6850.0,8.0,,,0.0,<-3.7761,,,,,,,,,,,,,,,,,,,-9.8349,,,,,,,,,,,,,,,,,,,,,,368.7306,He,
SDSS J105019.09+313820.1,10 50 19.15,31 38 19.45,DZ,9394.0,8.225,0.7204,,1.02,<-5.6698,,,,,,,,,,,,,,,,,,,-7.9994,,,,,,,,,,,,,,,,,,,,,5.193419638,192.55,He,
SDSS J105111.87+594735.2,10 51 11.82,59 47 34.31,DZ,6995.0,8.0,,,0.0,<-3.8967,,,,,,,,,,,,,,,,,,,-10.3292,,,,,,,,,,,,,,,,,,,,,,332.2261,He,
SDSS J105145.62-030359.3,10 51 45.62,-03 03 59.33,DZ,7241.0,8.0,,,0.0,<-4.0254,,,,,,,,,,,,,,,,,,,-9.2692,,,,,,,,,,,,,,,,,,,,,,349.6385,He,
SDSS J105152.70+275118.7,10 51 52.70,27 51 18.70,DZ,8735.0,8.0,,,0.0,<-5.4104,,,,,,,,,,,,,,,,,,,-7.7213,,,,,,,,,,,,,,,,,,,,,,633.4052,He,
SDSS J105221.56+065915.4,10 52 21.58,06 59 15.15,DZ,11224.0,7.9747,0.5682,,0.443,<-6.0202,,,,,,,,,,,,,,,,,,,-9.0852,,,,,,,,,,,,,,,,,,,,,3.157983767,316.66,He,
SDSS J105523.29+411550.1,10 55 23.27,41 15 49.95,DZ,10058.0,7.8787,0.5117,,0.524,<-5.9537,,,,,,,,,,,,,,,,,,,-10.9298,,,,,,,,,,,,,,,,,,,,,4.240725348,235.81,He,
SDSS J105533.73+372542.7,10 55 33.73,37 25 41.59,DZ,5614.0,7.605,0.361,,1.89,<-3.0,,,,,,,,-8.2,,,,,,,,,,,-8.4,,,,,,,-9.19,,,,-8.2,,,,,,,,,,6.9630397,143.62,He,
SDSS J105601.50+012825.0,10 56 01.43,01 28 24.27,DZA,10278.0,8.069,0.6226,,0.642,-4.9198,,,,,,,,,,,,,,,,,,,-8.9924,,,,,,,,,,,,,,,,,,,,,8.367818496,119.51,He,
SDSS J105616.89-000449.5,10 56 16.88,-00 04 49.56,DZA,11862.0,8.0,,,0.0,-4.7356,,,,,,,,,,,,,,,,,,,-7.3355,,,,,,,,,,,,,,,,,,,,,2.450420639,408.09,He,
SDSS J105741.62+105305.3,10 57 41.62,10 53 05.37,DZ,5947.0,8.0,,,0.0,<-3.0,,,,,,,,,,,,,,,,,,,-9.4873,,,,,,,,,,,,,,,,,,,,,,280.0346,He,
SDSS J105815.65+302225.8,10 58 15.61,30 22 25.97,DZ,10216.0,8.3998,0.8374,,1.09,<-5.6482,,,,,,,,,,,,,,,,,,,-8.9461,,,,,,,,,,,,,,,,,,,,,4.452376388,224.60,He,
SDSS J105826.60+314358.3,10 58 26.63,31 43 57.89,DZ,7173.0,8.159,0.675,,1.88,<-3.8842,,,,,,,,-7.4,,,,,,,,,,,-9.0,,,,,,,,,,,-7.7,,,,,,,,,,7.705549094,129.78,He,
SDSS J105853.70+604136.8,10 58 53.66,60 41 36.76,DZ,9327.0,8.2942,0.766,,1.14,<-5.5905,,,,,,,,,,,,,,,,,,,-9.3058,,,,,,,,,,,,,,,,,,,,,3.5621727,280.73,He,
SDSS J105855.32+112440.2,10 58 55.31,11 24 40.09,DZ,10153.0,8.1563,0.6771,,0.758,<-5.8414,,,,,,,,,,,,,,,,,,,-9.1774,,,,,,,,,,,,,,,,,,,,,4.432550648,225.60,He,
SDSS J105910.24+503827.5,10 59 10.24,50 38 27.30,DZ,6922.0,8.0,,,0.0,<-3.84,,,,,,,,,,,,,,,,,,,-9.5735,,,,,,,,,,,,,,,,,,,,,,302.5229,He,
SDSS J110049.52+143915.4,11 00 49.53,14 39 15.39,DZ,7146.0,8.0,,,0.0,<-3.9835,,,,,,,,,,,,,,,,,,,-10.0111,,,,,,,,,,,,,,,,,,,,,,359.8461,He,
SDSS J110129.72+490708.9,11 01 29.74,49 07 08.96,DZ,8056.0,8.0,,,,,,,,,,,,,,,,,,,,,,,-9.012,,,,,,,,,,,,,,,,,,,,,1.747079072,572.38,He,
